especie,data_medicao,uso_da_terra,poca,poca_orig,etiqueta,metodo_coleta,data_coleta,survey,estagio,comprimento_do_corpo,comprimento_total,cauda_danificada,massa,malformacao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,7.6,25.36,nao,101.6,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,27,9.4,28.73,nao,202.5,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,8.8,28.8,nao,169.6,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,8,28.44,nao,150.1,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,5.6,18.38,nao,40.8,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,7.2,22.73,nao,94.3,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,7.6,23.81,nao,103.9,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,7,23.03,nao,77.2,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,7.4,23.73,nao,120.8,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,8.4,27.61,nao,134.2,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,7.8,26.81,nao,119.1,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,7.8,23.31,nao,101.9,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,6.6,20.76,nao,69.7,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,5.6,18.11,nao,41.3,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,6.4,19.98,nao,55.8,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,6,20.36,nao,52,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,5.8,19.72,nao,41.8,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,6,19.36,nao,51,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,5.6,16.4,nao,35,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,5.2,18.28,nao,44,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,25,5.6,21.19,nao,57.6,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,4.6,15.59,nao,21.4,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,42,12.4,46.2,nao,505.5,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,39,13.2,41.72,nao,537.9,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,35,12.4,38.7,nao,469,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,30,10.6,33.56,nao,286.6,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,30,10.4,33.96,nao,267.5,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,42,14,48,nao,621.9,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,35,12.6,39.96,nao,501.8,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,30,11.2,34.47,nao,314.5,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,32,12.4,40.48,nao,448,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,9.4,30.71,nao,236.9,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,33,11.8,36.87,nao,387.7,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,7.4,23.66,nao,86.7,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,9.2,30.17,nao,182.6,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,7,21.82,nao,88.1,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,6,17.14,nao,40.8,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,6.4,21.14,nao,47.2,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,7.4,23.6,nao,106,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,3,8.12,nao,3.8,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,4.6,13.85,nao,20.3,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,6.4,20.28,nao,50.8,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,26,6.8,22.15,nao,77,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,6,20.52,nao,47.6,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,4.8,15.52,nao,26,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,2.8,8.7,nao,3,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,5.8,19.3,nao,47.6,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,6.2,19.94,nao,51.8,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,5.8,17.72,nao,41.5,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,4.8,17.31,nao,42.2,nao
D_minutus,15/09/2015,cana,CC08,CC-08,CC-08-2,cano,15/12/2010,1,25,5.4,18.7,nao,33.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,42,12.2,39.15,nao,348.6,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,39,12.8,40.58,nao,439.3,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,37,11.2,36.02,nao,399.5,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,39,11.2,38.24,nao,320.6,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,39,12.6,41.69,nao,459.3,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,39,13,38.61,nao,473.5,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,10.4,32.78,nao,313.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,42,11.8,38.24,nao,348.3,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,43,12.6,32.94,nao,295.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,39,12.8,39.5,nao,412.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,37,11.4,37.83,nao,422.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,32,11.6,35.12,nao,420.1,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,34,11,33.06,nao,324.6,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,28,9.4,31.26,nao,225,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,42,12,40.11,nao,431.4,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,42,12,32.49,nao,283.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,29,10.6,34.04,nao,356.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,9.6,32.63,nao,276.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,32,10.8,34.73,nao,339.1,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,42,12.2,40.35,nao,298.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,9.8,32.06,nao,214.4,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,10.2,32.86,nao,266,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,42,12.8,35.13,nao,308.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,7.4,24.08,nao,109.1,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,7.2,23.63,nao,107.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,8.6,27.66,nao,172.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,7,24.46,nao,107.5,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,6.8,18.98,nao,74.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,6.6,20,nao,74.6,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,6,21.31,nao,71.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,6,18.65,nao,53.3,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,7,21.61,nao,99.7,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,26,8.2,26.36,nao,160.8,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,6.8,21.35,nao,74.5,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,5.8,18.42,nao,45.2,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,7.2,21.96,nao,92.1,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,6,18.28,nao,48.9,nao
D_minutus,16/09/2015,cana,CC08,CC-08,CC-08-3,cano,17/02/2011,2,25,5.4,16.48,nao,32.5,nao
D_minutus,17/09/2015,cana,CC07,CC-07,CC-07-7,cano,19/02/2011,2,26,7.8,23.02,sim,107.5,sim
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,35,12,36.23,nao,387.9,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,31,11.4,34.36,nao,344.2,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,42,14.8,37.71,nao,603.6,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,34,11.8,38.14,nao,440.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,40,12.8,44.98,nao,627.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,29,10.4,31.19,nao,274.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,39,13.8,41.56,nao,650.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,34,11.8,36.12,nao,437,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,35,12.6,40.84,nao,595.2,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,40,12.8,40.12,nao,543.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,8.8,27.08,nao,175.3,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,27,10.2,28.25,nao,236.2,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,27,10.2,31.9,nao,276.7,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,8.8,27.1,nao,153,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,30,9.8,30.44,nao,244.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,27,9.8,28.28,nao,232.2,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,6.8,21.2,nao,78.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,7.6,20.41,nao,83.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,6.8,21.63,nao,67.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,5.6,16.23,nao,33.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,5.2,15.53,nao,35.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,6.8,21.63,nao,70.6,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,7.2,20.45,nao,74.3,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,6.6,18.33,nao,67.6,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,26,6,17.41,nao,47.3,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,5.8,16.11,nao,40.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,5.2,14.88,nao,26.6,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,5.8,18.01,nao,40,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,6,19,nao,46,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,6,17.13,nao,40.3,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,3,8.36,nao,3,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,3.4,10.16,nao,5,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,4.6,16.5,nao,35.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,27,9.6,28.44,nao,221.2,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,34,11.6,34.23,nao,361.7,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,27,10.8,31.8,nao,312,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,6,16.93,nao,39.1,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,6.2,17.6,nao,43.7,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,3.4,8.66,nao,3.8,nao
D_minutus,15/09/2015,cerrado,JT01,JT-01,JT-01-7,cano,14/12/2010,1,25,5.2,14.21,nao,21.3,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,37,13,38.24,nao,549.5,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,38,12.6,38.28,nao,496.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,37,13.6,45.06,nao,600.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,35,12,35.2,nao,414.1,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,42,13.4,42,nao,470.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,37,12.8,38.57,nao,500.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,39,13.6,41.65,nao,578.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,39,13.4,40.21,nao,597.1,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,37,13,37.71,nao,545.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,39,13.8,41.82,nao,649.7,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,42,13.6,44.12,nao,542.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,31,10.6,33.26,nao,299.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,35,12.6,36.58,nao,486.3,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,7.6,24.38,nao,119.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,8,21.05,nao,108.4,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,8.6,24.76,nao,144.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,7.8,23.16,nao,104.2,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,35,11.4,33.79,nao,445.5,sim
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,27,8.8,26.06,nao,181.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,8,22.55,nao,123.2,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,6,20.37,nao,47.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,7.4,22.58,nao,103.2,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,5.6,16.81,nao,37.6,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,8,25.77,nao,144.1,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,26,8.8,25.27,nao,150.3,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,6,17.55,nao,56.3,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,6.6,20.08,nao,73.6,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,6.4,18.1,nao,66.6,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,6.6,19.45,nao,54.4,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,5.8,16.85,nao,44.6,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,5.8,16.56,nao,45.3,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,5.2,15.25,nao,29.1,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,25,5.8,18.7,nao,46.1,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,35,11.8,35.05,nao,424.5,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,34,12.2,37.25,nao,442.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,35,11.8,35.03,nao,399.8,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,38,13,39.47,nao,626.9,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,38,13.4,39.5,nao,580.4,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,42,12.8,39.95,nao,534.6,nao
D_minutus,16/09/2015,cerrado,JT01,JT-01,JT-01-2,cano,16/02/2011,2,39,13.6,41.33,nao,596.8,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,27,8.2,24.67,nao,129.8,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,33,9.4,27.54,nao,210.1,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,28,8.2,24.16,nao,112.1,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,26,6.2,18.7,nao,53.5,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,25,4.8,14.17,nao,21.9,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,25,5,15.49,nao,29.8,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,25,6.6,21.75,nao,66.9,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16/02/2011,2,25,4.6,13.12,nao,23.8,nao
D_minutus,17/09/2015,cerrado,JT09,JT-09,JT-09-4,cano,18/02/2011,2,25,3.6,11.85,nao,12.6,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,42,9.6,26.4,nao,158.4,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,29,7.6,23.54,nao,107.5,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,28,8.4,26.42,nao,141.7,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,32,9.8,29.71,nao,253.6,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,28,8.8,24.13,nao,178.5,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,26,7.6,21.31,nao,103.5,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,34,10.2,28.32,nao,265.5,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,31,9.2,25.91,nao,203,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,31,9.4,29.06,nao,237.2,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,27,9.4,28.28,nao,191.4,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,35,10.4,31.31,nao,282.3,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,31,4.7,28.28,nao,200.3,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,29,4.5,28.12,nao,177.1,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,3.3,19.98,nao,61.7,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,26,7.8,23.11,nao,103.5,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,30,9.6,29.65,nao,238,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,26,7.8,25.36,nao,119.4,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,27,9.4,28.23,nao,212.1,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,31,9.6,27.83,nao,210.1,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,28,9.6,27.9,nao,202.1,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,26,8,24.97,nao,123.2,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,6.2,20.21,nao,54.3,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,6.6,20.95,nao,69.1,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,26,7.4,21.69,nao,88.2,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5.8,16.78,nao,41.6,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5.6,18.74,nao,42.8,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,7,19.34,nao,77.6,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5.8,17.23,nao,39.8,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,26,6,20.33,nao,60,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,4.8,16.3,nao,35.6,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5.2,17.4,nao,32.5,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,6.2,16.62,nao,54.6,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5,13.61,nao,28.7,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,4.8,15.81,nao,25.3,nao
