especie,data_medicao,uso_da_terra,poca,poca_orig,etiqueta,metodo_coleta,data_coleta,survey,estagio,comprimento_do_corpo,comprimento_total,cauda_danificada,massa,malformacao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,6.2,18.45,nao,53,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,6,18.49,nao,49.1,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5,16.75,nao,24.7,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,6.8,19.34,nao,71.8,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,4.6,15.84,nao,21.4,nao
D_minutus,15/09/2015,cerrado,JT10,JT-10,JT-10-2-A,cano,18-Feb-11,2,25,5.4,16.94,nao,37.3,nao
D_minutus,15/09/2015,cerrado,JT02,JT-02,JT-02-2,cano,16-Feb-11,2,25,4,7.5,sim,11.3,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9 ,cano,19/02/2011,2,35,7.4,25.71,nao,70.5,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,40,7.8,26.45,nao,84.1,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,35,7,23,nao,64.6,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,33,7.2,24.58,nao,61.3,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,38,8.8,29.36,nao,112.8,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,28,6.4,22.57,nao,44.8,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,42,8,27.06,nao,85.2,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,36,7.8,28.44,nao,86,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,5,19.52,nao,32.9,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,35,7.2,23.38,nao,64.3,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,35,7.6,26.9,nao,75.4,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,27,5.6,17.22,nao,28.6,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,6,22.2,nao,34.6,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,6.2,20.38,nao,41.3,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,25,4.8,19.96,nao,27,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,5.6,20.03,nao,34.8,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,27,6.4,22,nao,43.6,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,5.6,17.78,nao,28.5,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,38,8.2,27.91,nao,94.9,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,35,7.2,27.66,nao,83.4,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,32,7.2,23.46,nao,58.4,sim
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,32,6.6,21.23,nao,49,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,33,7.2,24.5,nao,63.1,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,27,5.8,17.31,nao,35,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,4.8,15.77,nao,15.5,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,5.6,21.15,nao,30.9,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-4,cano,15/12/2010,1,25,4.8,6.52,nao,1.6,talvez
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,33,7.2,26.54,nao,66.3,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,32,7.4,23.22,nao,64.6,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,27,5.4,18.5,nao,27.2,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,25,3.4,11.98,nao,8,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,25,4,10.5,nao,10.4,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,27,6,19.52,nao,38.5,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,27,5.6,18.24,nao,30.9,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,26,4.8,15.94,nao,17.9,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,26,5.2,17.08,nao,21.8,nao
D_nanus,2/9/2015,cana,CC09,CC-09,CC-09-2,cano,17/02/2011,2,25,4,13.31,nao,11.4,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,35,8,15.79,sim,82.1,nao
D_nanus,1/9/2015,cana,CC07,CC-07,CC-07-9,cano,19/02/2011,2,26,6.2,12.27,sim,35.9,nao
D_nanus,2/9/2015,cerrado,JT01,JT-01,JT-01-9,cano,14/12/2010,1,25,2.8,9.53,nao,3.9,nao
D_nanus,2/9/2015,cerrado,JT01,JT-01,JT-01-9,cano,14/12/2010,1,26,5,13.4,nao,21.7,nao
D_nanus,2/9/2015,cerrado,JT01,JT-01,JT-01-9,cano,14/12/2010,1,26,4.4,15.12,nao,14.7,nao
D_nanus,2/9/2015,cerrado,JT01,JT-01,JT-01-9,cano,14/12/2010,1,26,4.8,11.84,nao,8,nao
D_nanus,2/9/2015,cerrado,JT02,JT-02,JT-02-3,cano,16/02/2011,2,27,5.2,16.23,nao,24.6,nao
D_nanus,2/9/2015,cerrado,JT02,JT-02,JT-02-3,cano,16/02/2011,2,25,4.4,14.2,nao,11.8,nao
D_nanus,2/9/2015,cerrado,JT02,JT-02,JT-02-3,cano,16/02/2011,2,25,3.6,12.71,nao,7.5,nao
D_nanus,2/9/2015,cerrado,JT02,JT-02,JT-02-3,cano,16/02/2011,2,26,3.6,11.64,nao,6.6,nao
D_nanus,2/9/2015,cerrado,JT02,JT-02,JT-02-3,cano,16/02/2011,2,32,6.6,23.1,nao,46.5,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-2,cano,16/12/2010,1,25,3.6,11.65,nao,3.9,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-1,cano,18/02/2011,2,25,3.8,11.39,nao,7.5,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-1,cano,18/02/2011,2,26,4,12.84,nao,10,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-1,cano,18/02/2011,2,27,5.6,15.45,nao,24.8,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-1,cano,18/02/2011,2,29,6,20.55,nao,31.2,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-1,cano,18/02/2011,2,27,6,17.32,nao,29.4,nao
D_nanus,2/9/2015,cerrado,JT04,JT-04,JT-04-1,cano,18/02/2011,2,26,4.8,16.91,nao,18.5,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,40,10,32.83,nao,196.2,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,34,8.4,31.4,nao,123.9,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,40,10.4,37.67,nao,219,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,35,8.8,28.93,nao,127.4,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,37,11.8,36.68,nao,183.1,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,39,9.8,33.28,nao,172.1,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,33,7.4,24.65,nao,74.8,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,34,7.8,25.11,nao,82,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,30,5.8,18.68,nao,35,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,28,6,19.51,nao,40.9,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,35,7.6,26.25,nao,80.9,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,31,7,24.61,nao,64.3,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,31,6,20.97,nao,44.2,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,28,5.8,19.67,nao,33.5,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,26,4,12.16,nao,12.6,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,29,6,16.8,nao,31.5,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,36,8.8,29.47,nao,135.3,TALVEZ
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,27,5.2,16.94,nao,22.5,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,26,4.6,14.41,nao,14.7,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,26,5.4,17.29,nao,26.5,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,30,5.8,17.33,nao,28.4,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,26,5,16.53,nao,22.4,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,29,5.6,18.2,nao,32.3,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,30,6.2,20.5,nao,47.8,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,27,4.8,15.72,nao,20,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,27,5.2,17.91,nao,29.3,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,29,5.4,14.99,sim,29,nao
D_nanus,4/9/2015,cerrado,JT01,JT-01,JT-01-5,cano,16/02/2011,2,27,5.2,10.61,sim,16.5,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,31,6.2,19.03,nao,40.9,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,27,5.4,18.87,nao,27,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,31,6.4,21.61,nao,41.7,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,5.2,17.18,nao,23.1,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4.6,16.03,nao,17.6,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,5.2,18.58,nao,24,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,27,5,18.45,nao,22.1,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,32,6.6,24.11,nao,49.9,sim
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,25,3.8,12.19,nao,7.7,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,33,6.8,24.87,nao,54.6,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4.2,14.26,nao,11.4,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,28,6.2,22.23,nao,39.8,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4.6,15.61,nao,16.4,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4.6,14.97,nao,14.6,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4,15.31,nao,13,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4.4,15.1,nao,13.8,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,25,3.8,12.98,nao,7.3,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,26,4,13.35,nao,11.1,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,25,3.4,10.13,nao,6.2,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,25,3,8.45,nao,4.2,nao
D_nanus,2/9/2015,pasto,AMP16,AMP-16,AMP-16-1,cano,20/02/2011,2,40,9.4,30.61,nao,171.5,nao
D_nanus,2/9/2015,pasto,AMP16,AMP-16,AMP-16-1,cano,20/02/2011,2,36,7,27.36,nao,96.4,nao
D_nanus,2/9/2015,pasto,AMP16,AMP-16,AMP-16-1,cano,20/02/2011,2,37,8.6,29.96,nao,137.8,nao
D_nanus,2/9/2015,pasto,AMP16,AMP-16,AMP-16-1,cano,20/02/2011,2,35,8.2,27.3,nao,112.5,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,41,13.6,36.16,nao,512.1,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,40,13,32.48,nao,511,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,32,10,25.82,nao,211.5,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,35,12,31.51,nao,346.9,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,40,14.4,36.89,nao,625.9,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,39,14.2,35,nao,579.4,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,34,10.6,27.4,nao,278,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,40,14.8,37.72,nao,722.4,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,39,14,36.48,nao,575.9,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,35,12.4,30.85,nao,374,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,40,13.8,36.48,nao,608.9,nao
D_nanus,1/9/2015,pasto,AMP17,AMP-17,AMP-17-1,cano,20/02/2011,2,28,5.6,16.67,sim,28.4,nao
D_nanus,2/9/2015,pasto,AMP16,AMP-16,AMP-16-1,cano,20/02/2011,2,38,9.2,17.51,sim,155.9,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,35,13.6,32.81,sim,428.1,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,35,13,32,sim,473.1,nao
D_nanus,8/9/2015,pasto,AMP03,AMP-03,AMP-03-2,cano,20/02/2011,2,42,13.2,33.56,sim,449.9,nao
P_nattereri,8/9/2015,cana,CC39,CC-39,CC-39-1-B,cano,13/12/2010,1,27,7.4,16.77,nao,60.8,nao
P_nattereri,8/9/2015,cana,CC39,CC-39,CC-39-1-B,cano,13/12/2010,1,28,7.8,17.9,nao,78.5,nao
P_nattereri,8/9/2015,cana,CC39,CC-39,CC-39-1-B,cano,13/12/2010,1,27,6,14.63,nao,33.7,nao
P_nattereri,8/9/2015,cana,CC39,CC-39,CC-39-1-B,cano,13/12/2010,1,26,6,14.14,nao,35.6,nao
P_nattereri,8/9/2015,cana,CC39,CC-39,CC-39-1-B,cano,13/12/2010,1,28,7.4,17.48,nao,61.2,nao
P_nattereri,8/9/2015,cana,CC39,CC-39,CC-39-1-B,cano,13/12/2010,1,26,6,13.09,nao,35,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,4.6,10.51,nao,16.7,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,4.6,10.11,nao,12.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,4.8,11.02,nao,15.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.6,13.26,nao,24.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.4,12.02,nao,20.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.4,12.25,nao,27.4,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5,11.48,nao,15.6,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,6,14.33,nao,32.8,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.4,12.45,nao,22.3,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.8,13.35,nao,29.2,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.8,13.17,nao,26.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.2,12.45,nao,20.5,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,6,13.93,nao,28.3,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.2,13.27,nao,20.2,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.6,13.21,nao,24.4,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,4.8,11.45,nao,14.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.8,13.55,nao,28,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,6,13.44,nao,32.4,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.2,12.2,nao,20.4,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.2,12.22,nao,19.2,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.2,11.64,nao,17.6,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,6,13.6,nao,28.7,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,4.8,10.65,nao,18.2,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,6.4,14.4,nao,37.7,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.2,11.81,nao,22.7,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.4,12.4,nao,30.2,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.2,11.39,nao,18.9,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.6,11.56,nao,23.6,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.4,12.09,nao,22.6,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.2,12.13,nao,17.6,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,4.8,11.96,nao,17.3,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.2,12.46,nao,22.4,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,6,13.64,nao,29,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,4.6,11.78,nao,14,talvez
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,6,12.63,nao,27.4,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.4,12.8,nao,20.6,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,25,5.2,12.2,nao,18.2,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5.6,12.7,nao,20,nao
P_nattereri,9/9/2015,cana,CC28,CC-28,CC-28-1-B,cano,13/12/2010,1,26,5,10.99,nao,15.4,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,10.2,23.64,nao,169.1,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.8,23.97,nao,157.8,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,33,11,25.02,nao,221.5,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.8,21.59,nao,163.3,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,33,9.6,22.08,nao,152.4,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.4,20.93,nao,130.7,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,32,9.4,20.96,nao,138.4,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,8.8,20.24,nao,117.6,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,8.8,19.68,nao,100.3,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,8.4,19.33,nao,96,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9,22.47,nao,129.6,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,32,10,23.73,nao,182.9,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9,20.69,nao,119.8,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,34,10.6,27.98,nao,262.9,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,33,10.8,27.04,nao,217.2,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,33,10,23.67,nao,170.3,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,32,9.2,19.37,nao,142.6,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,28,8.2,19.42,nao,74.4,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,32,11.6,26.36,nao,182.5,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,8.8,21.46,nao,123.9,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.4,22.94,nao,154.4,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,30,8.6,20.61,nao,100,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.4,21.62,nao,138.4,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,28,8.6,18.77,nao,92.9,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,30,8.6,19.34,nao,101.7,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.2,21.33,nao,115.2,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,30,9.2,20.54,nao,110.9,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,30,8.2,19.35,nao,88,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.8,23.48,nao,125.7,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,30,8.8,20.58,nao,106.8,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,30,8.6,19.42,nao,99.5,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,10.2,24,nao,192.5,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9.6,22,nao,153.7,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,9,20.62,nao,116.6,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,31,10,22.93,nao,144.1,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,32,7.2,17.15,nao,58.1,nao
P_nattereri,10/9/2015,cana,CC34,CC-34,CC-34-2,cano,16/12/2010,1,28,7.6,19.59,nao,87.8,nao
